lab_id,company_name,lab_name,street_address,city,state,zip_code,is_hq,company_url,contact_name,contact_email,latitude,longitude,lab_type,data_source,phone_number,clia_number,specialty,date_collected
CLIA_CA_01411,Mountain View Medical Laboratory,Mountain View Medical Laboratory,945 Saint John Place,Hemet,CA,92543,,,,,,,clinical,CMS_CLIA,(951) 658-1400,05D2070506,Routine Chemistry,20201214
CLIA_CA_01412,Pathfinder Labs Llc,Pathfinder Labs Llc,11500 W Olympic Blvd Ste 623,Los Angeles,CA,90064,,,,,,,clinical,CMS_CLIA,(424) 273-4063,05D2070508,Routine Chemistry,20240919
CLIA_CA_01413,Su And Chang Dermatology Associates Apmc,Su And Chang Dermatology Associates Apmc,"3600 N Verdugo Rd, Ste 210",Glendale,CA,91208,,,,,,,clinical,CMS_CLIA,(818) 658-2300,05D2071666,Routine Chemistry,20240911
CLIA_CA_01414,"Century Famly Medical Group, Inc","Century Famly Medical Group, Inc",16900 Lakewood Blvd Ste 308,Bellflower,CA,90706,,,,,,,clinical,CMS_CLIA,(562) 991-1900,05D2072232,Routine Chemistry,20190320
CLIA_CA_01415,Total T Clinic,Total T Clinic,5720 Oberlin Dr,San Diego,CA,92121,,,,,,,clinical,CMS_CLIA,(858) 550-0900,05D2072629,Routine Chemistry,20230420
CLIA_CA_01416,Pure Dermatology And Skin Surgery Center,Pure Dermatology And Skin Surgery Center,2001 Santa Monica Blvd Ste 480-W,Santa Monica,CA,90404,,,,,,,clinical,CMS_CLIA,(310) 954-9501,05D2072630,Routine Chemistry,20240708
CLIA_CA_01417,Navjyot Gujral Md,Navjyot Gujral Md,"720 N Tustin Ave, Ste 101A",Santa Ana,CA,92705,,,,,,,clinical,CMS_CLIA,(714) 972-2705,05D2072631,Routine Chemistry,20251202
CLIA_CA_01418,Contra Costa Pathology Associates,Contra Costa Pathology Associates,399 Taylor Blvd Ste 200,Pleasant Hill,CA,94523,,,,,,,clinical,CMS_CLIA,(925) 270-3575,05D2073229,Routine Chemistry,20231116
CLIA_CA_01419,Dermtech,Dermtech,12340 El Camino Real,San Diego,CA,92130,,,,,,,clinical,CMS_CLIA,(858) 450-4222,05D2073519,Routine Chemistry,20150206
CLIA_CA_01420,Exer Medical Corporation,Exer Medical Corporation,701 N Wendy Dr,Newbury Park,CA,91320,,,,,,,clinical,CMS_CLIA,(805) 375-4400,05D2073979,Routine Chemistry,20221213
CLIA_CA_01421,Southern Marin Dermatology Inc,Southern Marin Dermatology Inc,"2330 Marinship Way, Ste 370",Sausalito,CA,94965,,,,,,,clinical,CMS_CLIA,(415) 887-9758,05D2075709,Routine Chemistry,20250514
CLIA_CA_01422,Suzanne L Berkman Md Inc,Suzanne L Berkman Md Inc,"8920 Wilshire Blvd, Ste 545",Beverly Hills,CA,90211,,,,,,,clinical,CMS_CLIA,(310) 854-3003,05D2076002,Routine Chemistry,20240620
CLIA_CA_01423,Imperial Radiology,Imperial Radiology,2407 Marshall Ave Ste A,Imperial,CA,92251,,,,,,,clinical,CMS_CLIA,(760) 545-0340,05D2076120,Routine Chemistry,20141106
CLIA_CA_01424,California Coastal Dermatology,California Coastal Dermatology,"28261 Marguerite Pkwy, Ste 200",Mission Viejo,CA,92692,,,,,,,clinical,CMS_CLIA,(949) 542-8500,05D2077800,Routine Chemistry,20250124
CLIA_CA_01425,Tien Q Nguyen Md,Tien Q Nguyen Md,17271 Brookhurst St,Fountain Valley,CA,92708,,,,,,,clinical,CMS_CLIA,(714) 531-2966,05D2078033,Routine Chemistry,20251007
CLIA_CA_01426,Action Urgent Care Inc,Action Urgent Care Inc,"1680 E Capitol Expy, Ste 10",San Jose,CA,95121,,,,,,,clinical,CMS_CLIA,(408) 892-2879,05D2078131,Routine Chemistry,20230112
CLIA_CA_01427,Legacy Md Medical Group Inc,Legacy Md Medical Group Inc,222 E Cole Blvd,Calexico,CA,92231,,,,,,,clinical,CMS_CLIA,(760) 550-1685,05D2078669,Routine Chemistry,20240723
CLIA_CA_01428,Vibrant America Clinical Laboratory,Vibrant America Clinical Laboratory,3521 Leonard Ct,Santa Clara,CA,95054,,,,,,,clinical,CMS_CLIA,(858) 888-2470,05D2078809,Routine Chemistry,20170310
CLIA_CA_01429,Andrea Willey Md Pmc,Andrea Willey Md Pmc,2277 Fair Oaks Blvd Ste 402,Sacramento,CA,95825,,,,,,,clinical,CMS_CLIA,(916) 922-7546,05D2079164,Routine Chemistry,20250418
CLIA_CA_01430,"Diamond Pathology, Llc","Diamond Pathology, Llc",12595 Hesperia Rd Ste 101,Victorville,CA,92395,,,,,,,clinical,CMS_CLIA,(760) 881-3377,05D2079165,Routine Chemistry,20240404
CLIA_CA_01431,Jem Dynamics Inc,Jem Dynamics Inc,"5176 Santa Monica Blvd, Ste 107",Los Angeles,CA,90029,,,,,,,clinical,CMS_CLIA,(323) 407-6418,05D2080390,Routine Chemistry,20240923
CLIA_CA_01432,Centra Diagnostics,Centra Diagnostics,"4223 Glencoe Avenue, Suite A 130",Marina Del Rey,CA,90292,,,,,,,clinical,CMS_CLIA,(323) 505-4466,05D2080393,Routine Chemistry,20210920
CLIA_CA_01433,Apex Dermatology,Apex Dermatology,32144 Agoura Rd Ste 112,Westlake Village,CA,91361,,,,,,,clinical,CMS_CLIA,(818) 889-2739,05D2082077,Routine Chemistry,20230420
CLIA_CA_01434,Csi Medical Group,Csi Medical Group,"136 N San Mateo Dr, 2nd Fl",San Mateo,CA,94401,,,,,,,clinical,CMS_CLIA,(650) 348-1242,05D2084019,Routine Chemistry,20251204
CLIA_CA_01435,Advanced Dermatology Inc,Advanced Dermatology Inc,34213 Pacific Coast Hwy,Dana Point,CA,92629,,,,,,,clinical,CMS_CLIA,(949) 248-4547,05D2085385,Routine Chemistry,20250707
CLIA_CA_01436,Advanced Dermatology,Advanced Dermatology,"164 W Hospitality Lane, Ste 115",San Bernardino,CA,92408,,,,,,,clinical,CMS_CLIA,(909) 886-6904,05D2085668,Routine Chemistry,20230414
CLIA_CA_01437,Oral Pathology Diagnostic Services,Oral Pathology Diagnostic Services,"3914 Murphy Canyon Rd, Ste A129",San Diego,CA,92123,,,,,,,clinical,CMS_CLIA,(858) 492-9500,05D2087478,Routine Chemistry,20211013
CLIA_CA_01438,Kensington Diagnostics Llc,Kensington Diagnostics Llc,36243 Inland Valley Dr Ste 10,Wildomar,CA,92595,,,,,,,clinical,CMS_CLIA,(951) 735-7246,05D2087480,Routine Chemistry,20160107
CLIA_CA_01439,Csi Medical Group,Csi Medical Group,"1127 Wilshire Blvd, Ste 600",Los Angeles,CA,90017,,,,,,,clinical,CMS_CLIA,(213) 278-0021,05D2087620,Routine Chemistry,20260304
CLIA_CA_01440,Madhu K Kris Md Inc,Madhu K Kris Md Inc,"750 W Olive Ave, Ste 106",Merced,CA,95348,,,,,,,clinical,CMS_CLIA,(209) 384-3115,05D2087778,Routine Chemistry,20241120
CLIA_CA_01441,Katherine Bao-Shian Lee Md Apc,Katherine Bao-Shian Lee Md Apc,"24431 Calle De La Louisa, Ste 200",Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 266-0216,05D2087905,Routine Chemistry,20241217
CLIA_CA_01442,Alta Dermatology,Alta Dermatology,"27882 Forbes Rd, Ste 201",Laguna Niguel,CA,92677,,,,,,,clinical,CMS_CLIA,(949) 364-9264,05D2087934,Routine Chemistry,20241017
CLIA_CA_01443,"Healthquest Esoterics, Inc","Healthquest Esoterics, Inc",8 Hughes Suite 100,Irvine,CA,92618,,,,,,,clinical,CMS_CLIA,(949) 242-2260,05D2088507,Routine Chemistry,20170920
CLIA_CA_01444,Leur Medicine Inc,Leur Medicine Inc,"359 San Miguel Dr, Ste 300",Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 200-8222,05D2089198,Routine Chemistry,20250923
CLIA_CA_01445,Blue Harbor Dermatology Inc,Blue Harbor Dermatology Inc,1501 Superior Ave Ste 115,Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 640-7546,05D2089223,Routine Chemistry,20231215
CLIA_CA_01446,Fertility Lab Sciences,Fertility Lab Sciences,3501 Jamboree Rd Ste 1100,Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 222-1290,05D2089497,Routine Chemistry,20150820
CLIA_CA_01447,Transpath Inc,Transpath Inc,"21018 Osborne St, Ste 5",Canoga Park,CA,91304,,,,,,,clinical,CMS_CLIA,(818) 993-1489,05D2090026,Routine Chemistry,20231109
CLIA_CA_01448,Orange County Vascular & Endovascular,Orange County Vascular & Endovascular,11190 Warner Ave Ste 408,Santa Ana,CA,92708,,,,,,,clinical,CMS_CLIA,(714) 430-1414,05D2091424,Routine Chemistry,20221107
CLIA_CA_01449,Exer Medical Corporation,Exer Medical Corporation,19346 Nordhoff St,Northridge,CA,91324,,,,,,,clinical,CMS_CLIA,(818) 727-2040,05D2093075,Routine Chemistry,20240702
CLIA_CA_01450,Elite Urgent Care Inc,Elite Urgent Care Inc,"1524 Mchenry Ave, Ste 130",Modesto,CA,95350,,,,,,,clinical,CMS_CLIA,(209) 846-3176,05D2093483,Routine Chemistry,20220607
CLIA_CA_01451,Simplify Genomics Clinical Laboratory,Simplify Genomics Clinical Laboratory,440 Stevens Ave Ste 200,Solana Beach,CA,92075,,,,,,,clinical,CMS_CLIA,(404) 545-4610,05D2094189,Routine Chemistry,20160613
CLIA_CA_01452,Coastal Hills Dermatology,Coastal Hills Dermatology,"600 Corporate Dr, Ste 100",Ladera Ranch,CA,92694,,,,,,,clinical,CMS_CLIA,(949) 388-8022,05D2094986,Routine Chemistry,20250326
CLIA_CA_01453,Medi Soothe Llc,Medi Soothe Llc,2945 Townsgate Rd Ste 200 Office 51,Westlake Village,CA,91361,,,,,,,clinical,CMS_CLIA,(312) 523-3848,05D2095005,Routine Chemistry,20230214
CLIA_CA_01454,Transplant Genomics Inc,Transplant Genomics Inc,46774 Lakeview Blvd,Fremont,CA,94538,,,,,,,clinical,CMS_CLIA,(844) 878-4723,05D2095237,Routine Chemistry,20211118
CLIA_CA_01455,Individx,Individx,9600 7th St Ste P,Rancho Cucamonga,CA,91730,,,,,,,clinical,CMS_CLIA,(909) 780-3728,05D2096856,Routine Chemistry,20251208
CLIA_CA_01456,"Omnia Diagnostic Laboratory, Llc","Omnia Diagnostic Laboratory, Llc","20950 Normandie Avenue, Unit J",Torrance,CA,90502,,,,,,,clinical,CMS_CLIA,(310) 963-1045,05D2096883,Routine Chemistry,20251117
CLIA_CA_01457,Prelude,Prelude,26051 Merit Cir Ste 103,Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 348-1188,05D2097447,Routine Chemistry,20160216
CLIA_CA_01458,California Dermatology Care,California Dermatology Care,500 Alfred Nobel Dr Ste 185,Hercules,CA,94547,,,,,,,clinical,CMS_CLIA,(510) 669-5700,05D2097959,Routine Chemistry,20230929
CLIA_CA_01459,West Dermatology Pathology Lab-Agoura Hills,West Dermatology Pathology Lab-Agoura Hills,"5010 Chesebro Rd, Ste 200",Agoura Hills,CA,91301,,,,,,,clinical,CMS_CLIA,(714) 924-7240,05D2098106,Routine Chemistry,20250701
CLIA_CA_01460,Vibrant Genomics Llc,Vibrant Genomics Llc,3521 Leonard Ct,Santa Clara,CA,95054,,,,,,,clinical,CMS_CLIA,(858) 888-2470,05D2098445,Routine Chemistry,20160324
CLIA_CA_01461,Loma Linda Dermatopathology,Loma Linda Dermatopathology,25084 Barton Rd Ste B,Loma Linda,CA,92354,,,,,,,clinical,CMS_CLIA,(909) 796-2211,05D2098658,Routine Chemistry,20220224
CLIA_CA_01462,"Lino J Deguzman, Md Pc Laboratory","Lino J Deguzman, Md Pc Laboratory","1525 Superior Ave, Ste 200",Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 727-1232,05D2098715,Routine Chemistry,20250813
CLIA_CA_01463,North County Dermatology Center,North County Dermatology Center,"477 N El Camino Real, Ste C312",Encinitas,CA,92024,,,,,,,clinical,CMS_CLIA,(760) 230-2805,05D2100182,Routine Chemistry,20250730
CLIA_CA_01464,East Bay Center For Digestive Health,East Bay Center For Digestive Health,"300 Frank H Ogawa Plaza, Ste 355",Oakland,CA,94612,,,,,,,clinical,CMS_CLIA,(510) 433-7821,05D2100464,Routine Chemistry,20230926
CLIA_CA_01465,Patricia Tsai Md Pc Laboratory,Patricia Tsai Md Pc Laboratory,"496 Old Newport Blvd,  Ste #1",Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 413-3367,05D2100706,Routine Chemistry,20250905
CLIA_CA_01466,The Man Clinic Laboratory,The Man Clinic Laboratory,"20501 Ventura Blvd, Ste 360",Woodland Hills,CA,91364,,,,,,,clinical,CMS_CLIA,(818) 456-9007,05D2101379,Routine Chemistry,20230727
CLIA_CA_01467,Bach Medical Group,Bach Medical Group,17672 Cowan,Irvine,CA,92614,,,,,,,clinical,CMS_CLIA,(800) 544-4181,05D2101629,Routine Chemistry,20250520
CLIA_CA_01468,Irvine Pathology Medical Group Inc,Irvine Pathology Medical Group Inc,"27462 Portola Pkwy, Ste 100",Foothill Ranch,CA,92610,,,,,,,clinical,CMS_CLIA,(949) 387-8111,05D2102456,Routine Chemistry,20250812
CLIA_CA_01469,"Pm Pediatrics Of California, Professional","Pm Pediatrics Of California, Professional",18555 Ventura Blvd Ste B,Tarzana,CA,91356,,,,,,,clinical,CMS_CLIA,(818) 614-3088,05D2103045,Routine Chemistry,20210511
CLIA_CA_01470,Illuminate Diagnostics Inc,Illuminate Diagnostics Inc,"2670 N Main Street, Suite 101",Santa Ana,CA,92705,,,,,,,clinical,CMS_CLIA,(858) 449-4565,05D2103276,Routine Chemistry,20210518
CLIA_CA_01471,Helix Mobile Wellness,Helix Mobile Wellness,"490 Post St, Ste 454",San Francisco,CA,94102,,,,,,,clinical,CMS_CLIA,(303) 309-2769,05D2103632,Routine Chemistry,20250109
CLIA_CA_01472,Janet Vafaie Md Faad,Janet Vafaie Md Faad,"10921 Wilshire Blvd, Ste 800",Los Angeles,CA,90024,,,,,,,clinical,CMS_CLIA,(310) 443-4040,05D2103634,Routine Chemistry,20240619
CLIA_CA_01473,Newport Children'S Medical Group,Newport Children'S Medical Group,"31862 Coast Hwy, Ste 302",Laguna Beach,CA,92651,,,,,,,clinical,CMS_CLIA,(714) 488-6607,05D2103860,Routine Chemistry,20240321
CLIA_CA_01474,Wonderful Center,Wonderful Center,1701 S Lexington St,Delano,CA,93215,,,,,,,clinical,CMS_CLIA,(661) 221-8128,05D2104014,Routine Chemistry,20221007
CLIA_CA_01475,Atcg Laboratory,Atcg Laboratory,"17881 Sky Park Circle, Bldg-22, Ste-D",Irvine,CA,92614,,,,,,,clinical,CMS_CLIA,(949) 740-4497,05D2104354,Routine Chemistry,20251112
CLIA_CA_01476,Paz Dermatology,Paz Dermatology,5117 W Noble Ave,Visalia,CA,93277,,,,,,,clinical,CMS_CLIA,(559) 233-3376,05D2105683,Routine Chemistry,20230420
CLIA_CA_01477,Los Angeles Hematology Oncology Med Grp,Los Angeles Hematology Oncology Med Grp,"222 W Eulalia St, Ste 100C",Glendale,CA,91204,,,,,,,clinical,CMS_CLIA,(818) 553-8160,05D2106319,Routine Chemistry,20250623
CLIA_CA_01478,Grace Laboratory,Grace Laboratory,"1000 E Dominguez Street, Suite 104",Carson,CA,90746,,,,,,,clinical,CMS_CLIA,(310) 532-5133,05D2106320,Routine Chemistry,20231114
CLIA_CA_01479,Newport Dermatology Institute,Newport Dermatology Institute,2121 E Coast Hwy Ste 110,Corona Del Mar,CA,92625,,,,,,,clinical,CMS_CLIA,(949) 629-4263,05D2106611,Routine Chemistry,20230914
CLIA_CA_01480,Orange County Skinlab,Orange County Skinlab,31899 Del Obispo St Ste 130,San Juan Capistrano,CA,92675,,,,,,,clinical,CMS_CLIA,(949) 359-6400,05D2107293,Routine Chemistry,20260121
CLIA_CA_01481,Carlton Toxicology,Carlton Toxicology,"3217 N Eastern Ave, Unit 102 & 103",Los Angeles,CA,90032,,,,,,,clinical,CMS_CLIA,(213) 625-5009,05D2107294,Routine Chemistry,20161011
CLIA_CA_01482,Pacific Spine & Pain Center,Pacific Spine & Pain Center,5127 W Noble Ave,Visalia,CA,93277,,,,,,,clinical,CMS_CLIA,(805) 888-9420,05D2107608,Routine Chemistry,20250804
CLIA_CA_01483,Montebello Derm,Montebello Derm,2601 Via Campo Suite B,Montebello,CA,90640,,,,,,,clinical,CMS_CLIA,(562) 988-7027,05D2107941,Routine Chemistry,20230314
CLIA_CA_01484,Western Pathology Inc,Western Pathology Inc,"3440 Empresa Dr, Ste B",San Luis Obispo,CA,93401,,,,,,,clinical,CMS_CLIA,(805) 543-5000,05D2107950,Routine Chemistry,20240308
CLIA_CA_01485,Good Dermatology,Good Dermatology,3640 Lomita Blvd Ste 301,Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 405-0693,05D2108326,Routine Chemistry,20231114
CLIA_CA_01486,"Western Diagnostic Services Laboratory, Llc","Western Diagnostic Services Laboratory, Llc",1414 East Main St Ste 102,Santa Maria,CA,93454,,,,,,,clinical,CMS_CLIA,(805) 471-1264,05D2108748,Routine Chemistry,20161003
CLIA_CA_01487,Presidio Dermatology,Presidio Dermatology,2211 Post St Ste 404,San Francisco,CA,94115,,,,,,,clinical,CMS_CLIA,(415) 441-1670,05D2110299,Routine Chemistry,20210813
CLIA_CA_01488,Four Tech Laboratory Llc,Four Tech Laboratory Llc,5132 N Peck Rd,El Monte,CA,91732,,,,,,,clinical,CMS_CLIA,(626) 401-2583,05D2111385,Routine Chemistry,20230322
CLIA_CA_01489,Genomic Testing Cooperative,Genomic Testing Cooperative,25371 Commercentre Dr,Lake Forest,CA,92630,,,,,,,clinical,CMS_CLIA,(949) 540-9421,05D2111917,Routine Chemistry,20161027
CLIA_CA_01490,Monterey Skin Cancer Institute,Monterey Skin Cancer Institute,"798 Cass St, Ste 204",Monterey,CA,93940,,,,,,,clinical,CMS_CLIA,(831) 233-6474,05D2112472,Routine Chemistry,20241122
CLIA_CA_01491,Scpmg Central Medical Offices,Scpmg Central Medical Offices,1200 Discovery Dr 2nd Fl Ste 250,Bakersfield,CA,93301,,,,,,,clinical,CMS_CLIA,(661) 827-3001,05D2113231,Routine Chemistry,20210729
CLIA_CA_01492,El Segundo Dermatology Inc,El Segundo Dermatology Inc,713 N Douglas St,El Segundo,CA,90245,,,,,,,clinical,CMS_CLIA,(310) 906-2788,05D2113648,Routine Chemistry,20231212
CLIA_CA_01493,Nobility Health Inc,Nobility Health Inc,435 Arden Ave Ste 370,Glendale,CA,91203,,,,,,,clinical,CMS_CLIA,(818) 979-9899,05D2113673,Routine Chemistry,20220916
CLIA_CA_01494,Digestive Disease Consultants Of Orange County Inc,Digestive Disease Consultants Of Orange County Inc,113 Waterworks Way Ste 155,Irvine,CA,92618,,,,,,,clinical,CMS_CLIA,(949) 612-9090,05D2115034,Routine Chemistry,20240209
CLIA_CA_01495,Csi Medical Group - Beaumont,Csi Medical Group - Beaumont,1620 E 2nd Street Marketplace Ste N,Beaumont,CA,92223,,,,,,,clinical,CMS_CLIA,(951) 845-6500,05D2115539,Routine Chemistry,20250618
CLIA_CA_01496,San Diego Family Dermatology,San Diego Family Dermatology,222 W Madison Ave,El Cajon,CA,92020,,,,,,,clinical,CMS_CLIA,(619) 579-5115,05D2115540,Routine Chemistry,20240925
CLIA_CA_01497,Precision Dermatology Inc,Precision Dermatology Inc,"770 Tamalpias Dr, Ste 403",Corte Madera,CA,94925,,,,,,,clinical,CMS_CLIA,(415) 924-2055,05D2115541,Routine Chemistry,20250514
CLIA_CA_01498,Specialized University Pathologists,Specialized University Pathologists,931 Buena Vista St Ste 200B,Duarte,CA,91010,,,,,,,clinical,CMS_CLIA,(626) 514-2491,05D2115860,Routine Chemistry,20250505
CLIA_CA_01499,Alexis Dougherty Inc,Alexis Dougherty Inc,"601 E Arrellaga St, Ste 101",Santa Barbara,CA,93103,,,,,,,clinical,CMS_CLIA,(805) 687-5538,05D2115863,Routine Chemistry,20250409
CLIA_CA_01500,Citrus Valley Gastroenterology Pc Lab,Citrus Valley Gastroenterology Pc Lab,"500 W San Bernardino Rd, Ste B",Covina,CA,91722,,,,,,,clinical,CMS_CLIA,(626) 960-2396,05D2115865,Routine Chemistry,20230310
CLIA_CA_01501,San Diego Family Dermatology,San Diego Family Dermatology,"655 Euclid Ave, Ste 304",National City,CA,91950,,,,,,,clinical,CMS_CLIA,(619) 267-8303,05D2115868,Routine Chemistry,20230417
CLIA_CA_01502,Henry Mayo Newhall Urgent Care,Henry Mayo Newhall Urgent Care,23929 Mcbean Pkwy Ste 102,Valencia,CA,91355,,,,,,,clinical,CMS_CLIA,(661) 200-2500,05D2115911,Routine Chemistry,20220203
CLIA_CA_01503,Spring Diagnostics,Spring Diagnostics,3870 Del Amo Blvd Ste 504,Torrance,CA,90503,,,,,,,clinical,CMS_CLIA,(424) 306-2184,05D2117052,Routine Chemistry,20240924
CLIA_CA_01504,Donald R Abrahm Md Inc,Donald R Abrahm Md Inc,"1525 Superior Ave, Ste 104",Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 646-6999,05D2117341,Routine Chemistry,20230628
CLIA_CA_01505,Exer Medical Corporation,Exer Medical Corporation,13303 Riverside Dr,Sherman Oaks,CA,91423,,,,,,,clinical,CMS_CLIA,(818) 722-3230,05D2117433,Routine Chemistry,20240620
CLIA_CA_01506,Fleming Dermatology And Aesthetic Center,Fleming Dermatology And Aesthetic Center,"23141 Moulton Pkwy, Ste 110",Laguna Hills,CA,92653,,,,,,,clinical,CMS_CLIA,(949) 916-5956,05D2117493,Routine Chemistry,20241018
CLIA_CA_01507,Kurlan Dermatology,Kurlan Dermatology,"31515 Rancho Pueblo Rd, Ste 201",Temecula,CA,92592,,,,,,,clinical,CMS_CLIA,(951) 302-1302,05D2117498,Routine Chemistry,20250827
CLIA_CA_01508,Gastroenterology Associates,Gastroenterology Associates,"850 S Atlantic Blvd, Ste 101",Monterey Park,CA,91754,,,,,,,clinical,CMS_CLIA,(626) 284-1736,05D2117533,Routine Chemistry,20250731
CLIA_CA_01509,Golden State Dermatology Associates Inc,Golden State Dermatology Associates Inc,"135 Macaw Ln, Ste 200",Simi Valley,CA,93065,,,,,,,clinical,CMS_CLIA,(818) 505-9300,05D2117561,Routine Chemistry,20241010
CLIA_CA_01510,Heritage Sierra Medical Group,Heritage Sierra Medical Group,25775 Mcbean Pkwy Ste 106,Valencia,CA,91355,,,,,,,clinical,CMS_CLIA,(661) 362-8100,05D2117624,Routine Chemistry,20190829
CLIA_CA_01511,Csi Medical Group Pc,Csi Medical Group Pc,2438 N Ponderosa Dr Ste C-105,Camarillo,CA,93010,,,,,,,clinical,CMS_CLIA,(805) 388-2068,05D2118106,Routine Chemistry,20251106
CLIA_CA_01512,West Medical,West Medical,"17609 Ventura Blvd, Ste 106",Encino,CA,91316,,,,,,,clinical,CMS_CLIA,(818) 343-1401,05D2118622,Routine Chemistry,20240920
CLIA_CA_01513,Don Mehrabi Md Apmc,Don Mehrabi Md Apmc,"1505 Wilson Terrace, Ste 240",Glendale,CA,91206,,,,,,,clinical,CMS_CLIA,(310) 205-3555,05D2118791,Routine Chemistry,20241015
CLIA_CA_01514,Encompass Health Rehabilitation,Encompass Health Rehabilitation,1303 Mable Ave,Modesto,CA,95355,,,,,,,clinical,CMS_CLIA,(209) 857-3400,05D2119390,Routine Chemistry,20220118
CLIA_CA_01515,La Jolla Cosmetic Laser And Surgery Center,La Jolla Cosmetic Laser And Surgery Center,7720 Fay Ave,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(858) 454-2700,05D2120302,Routine Chemistry,20260218
CLIA_CA_01516,Octapharma Plasma Inc,Octapharma Plasma Inc,5101 Fruitridge Rd Ste 13,Sacramento,CA,95820,,,,,,,clinical,CMS_CLIA,(916) 457-7850,05D2120638,Routine Chemistry,20211215
CLIA_CA_01517,"Progenesis, Inc","Progenesis, Inc",4150 Regents Park Row Ste 245,La Jolla,CA,92037,,,,,,,clinical,CMS_CLIA,(858) 257-2122,05D2121237,Routine Chemistry,20170718
CLIA_CA_01518,Dermatology And Plastic Surgery Specialists,Dermatology And Plastic Surgery Specialists,44311 Monterey Ave,Palm Desert,CA,92260,,,,,,,clinical,CMS_CLIA,(760) 773-6616,05D2122152,Routine Chemistry,20241219
CLIA_CA_01519,Exer Medical Corporation,Exer Medical Corporation,725 S Pacific Coast Hwy,Redondo Beach,CA,90277,,,,,,,clinical,CMS_CLIA,(424) 296-3100,05D2122159,Routine Chemistry,20240619
CLIA_CA_01520,Amanda Abramson Lloyd Md Inc,Amanda Abramson Lloyd Md Inc,"477 N El Camino Real, Ste D304",Encinitas,CA,92024,,,,,,,clinical,CMS_CLIA,(760) 452-2080,05D2124055,Routine Chemistry,20240722
CLIA_CA_01521,"Schwalb Consulting, Llc Dba Jit Labs","Schwalb Consulting, Llc Dba Jit Labs","1 Technology Dr, Ste C523",Irvine,CA,92618,,,,,,,clinical,CMS_CLIA,(949) 333-3661,05D2124530,Routine Chemistry,20250213
CLIA_CA_01522,"Arta Farshidi Md, Inc","Arta Farshidi Md, Inc","360 San Miguel Dr, Ste 405",Newport Beach,CA,92660,,,,,,,clinical,CMS_CLIA,(949) 646-3333,05D2125934,Routine Chemistry,20250508
CLIA_CA_01523,All South Bay Footcare Podiatry Group Inc,All South Bay Footcare Podiatry Group Inc,"23365 Hawthorne Blvd, Ste 101",Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 326-0202,05D2128423,Routine Chemistry,20260128
CLIA_CA_01524,Integrated Dermatology,Integrated Dermatology,"26691 Plaza, Ste 230",Mission Viejo,CA,92691,,,,,,,clinical,CMS_CLIA,(949) 364-2904,05D2128776,Routine Chemistry,20250131
CLIA_CA_01525,Genomic Testing Cooperative,Genomic Testing Cooperative,27165 Kiavo Dr,Valley Center,CA,92082,,,,,,,clinical,CMS_CLIA,(949) 275-7564,05D2129017,Routine Chemistry,20260219
CLIA_CA_01526,Amy M Reinstadler Md Inc,Amy M Reinstadler Md Inc,"361 Hospital Rd, Ste 533",Newport Beach,CA,92663,,,,,,,clinical,CMS_CLIA,(949) 200-9667,05D2129629,Routine Chemistry,20251007
CLIA_CA_01527,Toray Molecular Oncology Laboratory,Toray Molecular Oncology Laboratory,"150 N Hill Dr, Ste 23",Brisbane,CA,94005,,,,,,,clinical,CMS_CLIA,(415) 825-5544,05D2130372,Routine Chemistry,20250319
CLIA_CA_01528,Laca Dermatology Inc,Laca Dermatology Inc,"4955 Van Nuys Blvd, Ste 516",Sherman Oaks,CA,91403,,,,,,,clinical,CMS_CLIA,(818) 789-6296,05D2130455,Routine Chemistry,20250307
CLIA_CA_01529,"Artius Dermatology Associates, Pc","Artius Dermatology Associates, Pc","325 Mall Drive, Ste 111",Hanford,CA,93230,,,,,,,clinical,CMS_CLIA,(559) 583-7546,05D2132467,Routine Chemistry,20230419
CLIA_CA_01530,"Artius Dermatology Associates, Pc","Artius Dermatology Associates, Pc","5333 Hollister Ave, Ste 105",Santa Barbara,CA,93111,,,,,,,clinical,CMS_CLIA,(559) 781-1812,05D2132471,Routine Chemistry,20260312
CLIA_CA_01531,"David O Kim Md, Inc.","David O Kim Md, Inc.",3440 Lomita Blvd Ste 446,Torrance,CA,90505,,,,,,,clinical,CMS_CLIA,(310) 326-2828,05D2133564,Routine Chemistry,20230906
CLIA_CA_01532,Sasha Salloum Md Inc,Sasha Salloum Md Inc,1111 Broadway Ste 305,Chula Vista,CA,91911,,,,,,,clinical,CMS_CLIA,(619) 567-7007,05D2135693,Routine Chemistry,20230417
