ACCESSIONNUMBER,ENTITYNAME,CIK,STREET1,STREET2,CITY,STATEORCOUNTRY,ZIPCODE,TOTALAMOUNTSOLD,TOTALOFFERINGAMOUNT,FILING_DATE,source_quarter
0001977505-23-000001,"Inherent Biosciences, Inc.",0001977505,26 S RIO GRANDE STREET #2072,,SALT LAKE CITY,UT,84101,1513869,Indefinite,31-MAY-2023,2023Q2
0001979609-23-000001,"Arc Techtonics, Inc.",0001979609,18 ALEXANDER DRIVE,,HAMPTON,NH,03842,1000000,1000000,31-MAY-2023,2023Q2
0001979470-23-000001,ReNewVax Ltd,0001979470,RONALD ROSS BUILDING,8 WEST DERBY STREET,LIVERPOOL,X0,L69 7BE,0,3000000,31-MAY-2023,2023Q2
0001979322-23-000001,"Lento Bio, Inc",0001979322,2561 US 11,,LAFAYETTE,NY,13084,0,5000000,31-MAY-2023,2023Q2
0001920476-23-000003,"Ray Therapeutics, Inc.",0001920476,"ONE SANSOME STREET, SUITE 3500",,SAN FRANCISCO,CA,94104,13999986,99999956,26-MAY-2023,2023Q2
0001978396-23-000001,JW Celtics Investment Corp.,0001978396,1820 CALISTOGA ROAD,,SANTA ROSA,CA,95404,10999980,Indefinite,26-MAY-2023,2023Q2
0001140361-23-026623,"Cyclerion Therapeutics, Inc.",0001755237,"245 First Street, 18th Floor",,CAMBRIDGE,MA,02142,5000000,5000000,25-MAY-2023,2023Q2
0001787133-23-000004,Bloonics Holding B.V.,0001787133,DAALAKKERSWEG 6,UNIT 12,EINDHOVEN,P7,5641 JA,125000,275000,24-MAY-2023,2023Q2
0001978510-23-000001,"Pupil Bio, Inc.",0001978510,2730 WERLEIN AVENUE,,HOUSTON,TX,77005,500000,2000000,23-MAY-2023,2023Q2
0001846902-23-000002,"Ensoma, Inc.",0001846902,"451 D Street, Suite 600",,Boston,MA,02210,129000467,129000467,23-MAY-2023,2023Q2
0001977784-23-000002,"Key Proteo, Inc.",0001977784,720 BROADWAY,,SEATTLE,WA,98122,3028381,5000000,19-MAY-2023,2023Q2
0001782224-23-000001,ARTERICA INC.,0001782224,3617 Westwind Blvd,,SANTA ROSA,CA,95403,2500000,5000000,17-MAY-2023,2023Q2
0001683168-23-003492,"Sunshine Biopharma, Inc",0001402328,6500 TRANS-CANADA HIGHWAY,4TH FLOOR,POINTE-CLAIRE,A8,H9R 0A5,4996497,4996497,17-MAY-2023,2023Q2
0001386560-23-000001,"Eureka Therapeutics, Inc.",0001386560,5858 HORTON ST STE 370,,Emeryville,CA,94608,0,20000000,17-MAY-2023,2023Q2
0001977656-23-000001,"B11, LLC",0001977656,3068 HOWLETT DRIVE SE,,ADA,MI,49301,670000,750000,15-MAY-2023,2023Q2
0001968417-23-000002,NOVAI LTD,0001968417,"THE WHITE BUILDING, WORKLIFE",33 KING'S ROAD,READING,X0,RG1 3AR,1131702,1131702,15-MAY-2023,2023Q2
0001567619-23-006053,"SunBird Bio, Inc.",0001749272,35 CAMBRIDGEPARK DR.,SUITE 100,CAMBRIDGE,MA,02140,23239099,23239099,12-MAY-2023,2023Q2
0001422861-23-000005,Integrated Biotherapeutics LLC,0001422861,4 RESEARCH CT,SUITE 300,ROCKVILLE,MD,20850,1000000,1000000,10-MAY-2023,2023Q2
0001786236-23-000013,"MARIZYME, INC.",0001413754,555 HERITAGE DRIVE,SUITE 205,JUPITER,FL,33458,265216,265216,10-MAY-2023,2023Q2
0001840347-23-000001,"Greyledge Technologies, Inc.",0001840347,10101 RIDGEGATE PARKWAY,SUITE G-01,LONE TREE,CO,80124,4336052,4336100,09-MAY-2023,2023Q2
0001827990-23-000001,"Correlia Biosystems, Inc.",0001827990,626 BANCROFT WAY,SUITE A,BERKELEY,CA,94710,1254212,3250000,09-MAY-2023,2023Q2
0001140361-23-023670,Tensor Ltd,0001975851,"2nd Floor, Palmerston House",Denzille Lane,Dublin,L2,D02 WD37,0,Indefinite,09-MAY-2023,2023Q2
0001745603-23-000002,Theromics Inc.,0001745603,375 WEST STREET,,WEST BRIDGEWATER,MA,02379,1077000,2000000,09-MAY-2023,2023Q2
0001785502-23-000003,"Bone Health Technologies, Inc.",0001785502,370 Convention Way,,Redwood City,CA,94063,3157086,4157084,09-MAY-2023,2023Q2
0001567619-23-005926,"PTC THERAPEUTICS, INC.",0001070081,100 CORPORATE COURT,,SOUTH PLAINFIELD,NJ,07080-2449,35897425,35897425,08-MAY-2023,2023Q2
0001975776-23-000001,"Ancilia Biosciences, Inc.",0001975776,"3960 BROADWAY, 6TH FLOOR",,NEW YORK,NY,10032,1000000,5000000,04-MAY-2023,2023Q2
0001934197-23-000002,Xsphera Biosciences Inc,0001934197,6 TIDE STREET,,BOSTON,MA,02110,12600067,19899952,04-MAY-2023,2023Q2
0001863161-23-000004,IMAGINE PHARMA LLC,0001863161,1401 FORBES AVE,SUITE 310,PITTSBURGH,PA,15219,350000,Indefinite,04-MAY-2023,2023Q2
0001841331-23-000001,Avotres Inc.,0001841331,"140 EAST HANOVER AVE., STE. 140",,Hanover,NJ,07927,4000000,4500000,04-MAY-2023,2023Q2
0001974464-23-000001,"SignalRX Pharmaceuticals, Inc",0001974464,2215 PILGRIM MILL CIRCLE,,CUMMING,GA,30041,250000,485000,03-MAY-2023,2023Q2
0001801963-23-000001,NeuroDex Inc,0001801963,27 STRATHMORE RD.,,NATICK,MA,01760,60000,750000,02-MAY-2023,2023Q2
0001368148-23-000044,"ATHERSYS, INC / NEW",0001368148,3201 CARNEGIE AVENUE,,CLEVELAND,OH,44115-2634,3537600,3537600,01-MAY-2023,2023Q2
0001231919-23-000026,Legend Biotech Corp,0001801198,2101 COTTONTAIL LANE,,SOMERSET,NJ,08873,200000005,200000005,28-APR-2023,2023Q2
0001975410-23-000001,"SENDERO BIOTECHNOLOGY, INC.",0001975410,303 E. THIRD STREET,SUITE 300,ROCHESTER,MI,48307,7336954,7336954,28-APR-2023,2023Q2
0001639824-23-000002,"GRI BIO OPERATIONS, INC.",0001639824,"2223 AVENIDA DE LA PLAYA, SUITE 208",,LA JOLLA,CA,92037,15583333,15583333,28-APR-2023,2023Q2
0001720959-23-000002,"Neumentum, Inc.",0001720959,350 SPRINGFIELD AVENUE,SUITE 200,SUMMIT,NJ,07901,16559757,20000000,28-APR-2023,2023Q2
0001658324-23-000001,"Hallux, Inc.",0001658324,23052 ALCALDE DRIVE,SUITE A,LAGUNA HILLS,CA,92653,10709025,11043445,26-APR-2023,2023Q2
0001726091-23-000001,"Quadric BioMed, LLC",0001726091,"1755 Telstar Drive, Suite 300",,Colorado Springs,CO,80920,550290,750000,25-APR-2023,2023Q2
0001477845-23-000001,"Annovis Bio, Inc.",0001477845,"1055 WESTLAKES DRIVE, SUITE 300",,BERWYN,PA,19312,1064952,1064952,25-APR-2023,2023Q2
0001493152-23-013387,ONCOSEC MEDICAL Inc,0001444307,820 BEAR TAVERN ROAD,,EWING,NJ,08628,0,Indefinite,24-APR-2023,2023Q2
0001974261-23-000001,Persist AI Formulations Corp,0001974261,1100 MAIN STREET,SUITE 300-PB,WOODLAND,CA,95695,4888484,5470484,24-APR-2023,2023Q2
0001974518-23-000002,"MDCalc Ltd, Inc.",0001974518,93 4th Ave #19,,New York,NY,10003,30800,30800,24-APR-2023,2023Q2
0001631834-23-000001,"Alucent Biomedical, Inc.",0001631834,"675 ARAPEEN DRIVE, SUITE 102",,SALT LAKE CITY,UT,84108,11200000,11200000,20-APR-2023,2023Q2
0001973995-23-000002,NovaDerm Aid Fund XII L.L.C.,0001974001,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2877000,2877000,17-APR-2023,2023Q2
0001973995-23-000001,NovaDerm Aid Fund XI L.L.C.,0001973995,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1998625,1998625,17-APR-2023,2023Q2
0001973761-23-000008,NovaDerm Aid Fund Iota LLC,0001973755,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973759-23-000001,"NovaDerm Aid Fund Beta, L.L.C.",0001973759,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000009,NovaDerm Aid Fund Kappa LLC,0001973679,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1600000,1600000,17-APR-2023,2023Q2
0001973761-23-000010,NovaDerm Aid Fund Lamda LLC,0001973756,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1600000,1600000,17-APR-2023,2023Q2
0001973761-23-000011,NovaDerm Aid Fund Mi LLC,0001973857,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000012,NovaDerm Aid Fund Ni LLC,0001973856,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2015000,2015000,17-APR-2023,2023Q2
0001973757-23-000001,NovaDerm Aid Fund Delta LLC,0001973757,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,1470000,1470000,17-APR-2023,2023Q2
0001973761-23-000013,NovaDerm Aid Fund Theta LLC,0001973760,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000004,NovaDerm Aid Fund VIII L.L.C.,0001973754,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973602-23-000001,"NovaDerm Aid Fund II, L.L.C.",0001973602,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1995000,2000000,17-APR-2023,2023Q2
0001973761-23-000005,NovaDerm Aid Fund IX L.L.C.,0001973584,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000002,NovaDerm Aid Fund VI L.L.C.,0001973765,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1998000,1998000,17-APR-2023,2023Q2
0001973689-23-000001,"NovaDerm Aid Fund I, L.L.C.",0001973689,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973600-23-000001,"NovaDerm Aid Fund IV, L.L.C.",0001973600,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000007,"NovaDerm Aid Fund V, L.L.C.",0001973599,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,1990000,1990000,17-APR-2023,2023Q2
0001973601-23-000001,"NovaDerm Aid Fund III, L.L.C.",0001973601,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000006,NovaDerm Aid Fund X L.L.C.,0001973619,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973826-23-000001,"NovaDerm Aid Fund Gamma, L.L.C.",0001973826,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,2000005,2000005,17-APR-2023,2023Q2
0001973741-23-000001,NovaDerm Aid Fund Eta LLC,0001973741,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000003,NovaDerm Aid Fund VII L.L.C.,0001973751,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000014,NovaDerm Aid Fund Zeta LLC,0001973758,"4514 COLE AVENUE, SUITE 600",,DALLAS,TX,75205,2002000,2002000,17-APR-2023,2023Q2
0001973827-23-000001,NovaDerm Aid Fund Epsilon LLC,0001973827,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,2000000,2000000,17-APR-2023,2023Q2
0001973761-23-000001,"NovaDerm Aid Fund Alpha, L.L.C.",0001973761,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,1995000,1995000,14-APR-2023,2023Q2
0001972886-23-000001,"Trilinear BioVentures, LLC",0001972886,601 GENOME WAY,SUITE 2003,HUNTSVILLE,AL,35806,6000,5000000,14-APR-2023,2023Q2
0001890185-23-000001,"OUROTECH, INC.- PEAR BIO",0001890185,84 WOOD LANE,,LONDON,X0,W12 0BZ,14151725,16135194,14-APR-2023,2023Q2
0001909093-23-000001,"Delex Healthcare Group, Inc.",0001909093,800 THIRD AVENUE SUITE A #1359,,NEW YORK,NY,10022,0,Indefinite,14-APR-2023,2023Q2
0001973285-23-000001,"NKore Biotherapeutics, LLC",0001973285,2309 DUNTREATH RD,,GERMANTOWN,TN,38139,250000,3000000,13-APR-2023,2023Q2
0001681407-23-000001,"NEUROPRO THERAPEUTICS, INC.",0001681407,18 Basalt Loop,,Yachats,OR,97498,5092696,5092696,13-APR-2023,2023Q2
0001231919-23-000017,Addex Therapeutics Ltd.,0001574232,CHEMIN DES MINES 9,,GENEVA,V8,CH-1202,3733334,3733334,13-APR-2023,2023Q2
0001769177-23-000001,"GENEOS Therapeutics, Inc.",0001769177,660 WEST GERMANTOWN PIKE,SUITE LL110,PLYMOUTH MEETING,PA,19462,4999998,9999996,13-APR-2023,2023Q2
0001209191-23-023829,ALIMERA SCIENCES INC,0001267602,6310 Town Square,Suite 400,Alpharetta,GA,30005,12000000,27000000,07-APR-2023,2023Q2
0001955728-23-000003,ACESIS HOLDINGS CORP.,0001955728,9233 PARK MEADOWS DRIVE,SUITE 108,LONE TREE,CO,80124,1260000,1500000,07-APR-2023,2023Q2
0001944210-23-000002,VeraMorph Inc.,0001944210,C/O MANSFIELD-BIO,241 FRANCIS AVENUE,MANSFIELD,MA,02048,40000,500000,06-APR-2023,2023Q2
0001654954-23-004468,"Ra Medical Systems, Inc.",0001716621,1670 Highway 160 West,Suite 205,Fort Mill,SC,29708,7999798,7999798,06-APR-2023,2023Q2
0001947954-23-000002,"Werewool, Inc.",0001947954,710 PARKSIDE AVENUE,,BROOKLYN,NY,11226,3249999,3249999,06-APR-2023,2023Q2
0001877104-23-000001,BioRegenx Inc.,0001877104,7407 ZIEGLER ROAD,,CHATTANOOGA,TN,37421,183000,3600000,04-APR-2023,2023Q2
0001921043-23-000002,"CalciMedica, Inc.",0001534133,505 COAST BOULEVARD SOUTH,SUITE 307,LA JOLLA,CA,92037,9109912,9109912,04-APR-2023,2023Q2
0001921043-23-000001,"CalciMedica Subsidiary, Inc.",0001385359,505 COAST BOULEVARD SOUTH,SUITE 307,LA JOLLA,CA,92037,10340663,10340663,04-APR-2023,2023Q2
0001971360-23-000001,Immunaeon Inc.,0001971360,701 ELLICOTT STREET,,BUFFALO,NY,14203,250000,Indefinite,04-APR-2023,2023Q2
0001104659-23-041280,"Lennham Pharmaceuticals, Inc.",0001853301,53 MAIN STREET,SUITE 206,CONCORD,MA,01742,1200000,1200000,04-APR-2023,2023Q2
0001971101-23-000002,"Encentrio Therapeutics, Inc.",0001971101,1800 OWENS ST.,,SAN FRANCISCO,CA,94158,400000,400000,03-APR-2023,2023Q2
0000897069-23-000196,"Telomir Pharmaceuticals, Inc.",0001971532,"900 WEST PLATT STREET, SUITE 200",,TAMPA,FL,33606,1000000,1000000,03-APR-2023,2023Q2
0001533914-23-000001,"OnKure, Inc.",0001533914,6707 WINCHESTER CIRCLE,SUITE 400,BOULDER,CO,80301,53783369,60000000,03-APR-2023,2023Q2
0001992942-23-000001,Controlled Delivery Systems Inc.,0001992942,"416 N. Bedford Dr., Suite 306",,Beverly Hills,CA,90210,690000,690000,29-SEP-2023,2023Q3
0001811288-23-000001,"Evozyne, Inc.",0001811288,330 N. WABASH AVENUE,SUITE 3500,CHICAGO,IL,60611,81000122,100000001,29-SEP-2023,2023Q3
0001995302-23-000001,MAPS Public Benefit Corp,0001995302,3141 STEVENS CREEK BLVD,#40547,SAN JOSE,CA,95117,215099807,Indefinite,29-SEP-2023,2023Q3
0001993436-23-000001,"Lila Biologics, Inc.",0001993436,"1616 Eastlake Ave East, Suite 208",,SEATTLE,WA,98102,9537323,10557318,28-SEP-2023,2023Q3
0001956434-23-000003,"Aperiam Bio, Inc.",0001911739,2205 NORTH LAMAR BLVD. UNIT 511,,AUSTIN,TX,78705,3999996,Indefinite,27-SEP-2023,2023Q3
0001994336-23-000001,"Hillhurst Biopharmaceuticals, Inc.",0001994336,"2029 VERDUGO BOULEVARD, #125",,MONTROSE,CA,91020,1837500,1837500,26-SEP-2023,2023Q3
0001995095-23-000001,"MINTECH-BIO, INC.",0001995095,1986 NW 167TH AVE,,PEMBROKE PINES,FL,33028,945000,Indefinite,26-SEP-2023,2023Q3
0001779238-23-000001,Trait Biosciences Inc.,0001779238,1600 - 1111 West Georgia St.,,VANCOUVER,A1,V6E 4G2,3687316,3687316,25-SEP-2023,2023Q3
0001993519-23-000001,Next Science Ltd,0001993519,10550 DEERWOOD PARK BLVD #300,,JACKSONVILLE,FL,32256,807474,807474,25-SEP-2023,2023Q3
0001994769-23-000001,"APERTURE BIO, INC.",0001994769,127 WESTERN AVE,,ALLSTON,MA,02134,20000,20000,25-SEP-2023,2023Q3
0001990922-23-000001,Mintech Bio Angels LLC,0001990922,1986 NW 167TH AVE,,PEMBROKE PINES,FL,33028,945000,Indefinite,22-SEP-2023,2023Q3
0001104659-23-103209,"Cellectar Biosciences, Inc.",0001279704,100 CAMPUS DRIVE,SUITE 207,FLORHAM PARK,NJ,07932,24500000,24500000,22-SEP-2023,2023Q3
0001326110-23-000133,"ImmunityBio, Inc.",0001326110,3530 JOHN HOPKINS COURT,,SAN DIEGO,CA,92121,469986600,469986600,22-SEP-2023,2023Q3
0001671248-23-000005,"Theratome Bio, Inc.",0001671248,9128 Lakes at 610 Drive,,Houston,TX,77054,28500,950000,21-SEP-2023,2023Q3
0001214659-23-012427,"Pulsario Enterprise Holdings, Inc",0001910208,5000 AMBASSADOR PARKWAY,,LAFAYETTE,LA,70508,0,20000000,18-SEP-2023,2023Q3
0001822782-23-000003,"Deverra Therapeutics, Inc.",0001822782,1600 FAIRVIEW AVENUE EAST,SUITE 300,SEATTLE,WA,98102,2388889,2388889,18-SEP-2023,2023Q3
0001589470-23-000001,"LumaCyte, Inc.",0001589470,1145 RIVER ROAD,SUITE 1,CHARLOTTESVILLE,VA,22901,9999994,12999991,14-SEP-2023,2023Q3
0001993350-23-000001,"Balto Pharmaceuticals, Inc.",0001993350,99 PASADENA AVENUE,SUITE 5,SOUTH PASADENA,CA,91030,2000000,2000000,14-SEP-2023,2023Q3
0001883978-23-000001,"VISUM PHARMA, INC.",0001883978,48 GURLEY ROAD,,STAMFORD,CT,06902,50000,300000,13-SEP-2023,2023Q3
0001493152-23-032499,"NanoVibronix, Inc.",0001326706,525 EXECUTIVE BLVD.,,ELMSFORD,NY,10523,13546513,13546513,13-SEP-2023,2023Q3
0001993415-23-000001,Analytica Biosciences Corp.,0001993415,16 RAILROAD PLACE,SUITE 1021,WESTPORT,CT,06880,10000,1000000,13-SEP-2023,2023Q3
0001567619-23-007157,"GLO Pharma, Inc.",0001832546,2810 Caribou Court #130,,Carlsbad,CA,92010,53000000,53000000,11-SEP-2023,2023Q3
0001943550-23-000001,"Saccharo, Inc.",0001943550,6401 CHELTON DRIVE,,OAKLAND,CA,94611,7377002,10629329,08-SEP-2023,2023Q3
0001794183-23-000001,WaveFront Dynamics Inc.,0001794183,"2420 COMANCHE RD NE, SUITE D-3",,ALBUQUERQUE,NM,87107,5000000,7183000,08-SEP-2023,2023Q3
0001991318-23-000002,"ABL BIO USA, Inc.",0001991318,3223 HANOVER ST,SUITE 110,PALO ALTO,CA,94304,2999900,2999900,07-SEP-2023,2023Q3
0001878646-23-000027,Zena Therapeutics Inc.,0001992540,155 VILLAGE BLVD,SUITE 130,PRINCETON,NJ,08540,500000,500000,07-SEP-2023,2023Q3
0001822549-23-000002,"Tentarix Biotherapeutics, LP",0001822549,10355 Science Center Drive,Suite 120,San Diego,CA,92121,34999997,34999997,07-SEP-2023,2023Q3
0001966378-23-000002,"Jellatech, Inc.",0001966378,617 HUTTON STREET,SUITE 112,RALEIGH,NC,27606,100000,100000,07-SEP-2023,2023Q3
0001991551-23-000001,"Geminii, Inc.",0001991551,25 S. GRAND AVE.,2192 MEDICAL LABORATORIES,IOWA CITY,IA,52242,2099999,3014998,01-SEP-2023,2023Q3
0001802806-23-000011,"Chroma Medicine, Inc.",0001967386,201 BROOKLINE AVE,SUITE 1101,BOSTON,MA,02215,135000000,135000000,01-SEP-2023,2023Q3
0001588301-23-000001,"Mellitus, LLC",0001588301,"CIC Boston, 16th Floor",50 Milk Street,Boston,MA,02109,90000,750000,31-AUG-2023,2023Q3
0001739614-23-000064,"Inhibrx, Inc.",0001739614,"11025 N. TORREY PINES ROAD, SUITE 200",,LA JOLLA,CA,92037,200000633,200000633,31-AUG-2023,2023Q3
0001739426-23-000003,RVL Pharmaceuticals plc,0001739426,400 CROSSING BOULEVARD,,BRIDGEWATER,NJ,08807,5000000,5000000,31-AUG-2023,2023Q3
0001991666-23-000001,NovaDerm Aid Fund Omega LLC,0001991666,4514 COLE AVENUE,SUITE 600,DALLAS,TX,75205,675000,2000000,30-AUG-2023,2023Q3
0001914950-23-000001,"PhotonPharma, Inc.",0001914950,3185 RAMPART ROAD,,FORT COLLINS,CO,80521,2907823,3907835,29-AUG-2023,2023Q3
0001085037-23-000101,ME THERAPEUTICS HOLDINGS INC.,0001990555,177 ROBSON STREET,,VANCOUVER,A1,V6B 0N3,3350,3350,29-AUG-2023,2023Q3
0001781008-23-000001,"Cell Microsystems, Inc.",0001781008,801 CAPITOLA DRIVE,SUITE 10,DURHAM,NC,27713,6500000,13000668,28-AUG-2023,2023Q3
0001567619-23-007024,"Rebalance Health, Inc.",0001869786,1855 57th Court South,,Boulder,CO,80301,7371448,9999998,28-AUG-2023,2023Q3
0001716382-23-000001,"Twister Biotech, Inc.",0001716382,"4108 LILLIAN ST., UNIT B",,HOUSTON,TX,77007,500000,2000000,28-AUG-2023,2023Q3
0001579613-23-000001,"Regenerative Medical Solutions, Inc.",0001579613,"505 S. Rosa Road, #26",,Madison,WI,53719,5000000,Indefinite,28-AUG-2023,2023Q3
0001710229-23-000001,"Suono Bio, Inc.",0001710229,200 FOXBOROUGH BLVD,SUITE 100,FOXBOROUGH,MA,02035,500000,3000000,28-AUG-2023,2023Q3
0001991151-23-000001,"SprinTech, LLC",0001991151,1570 TAMARISK DR,,SAINT GEORGE,UT,84790,0,500000,25-AUG-2023,2023Q3
0001231919-23-000063,"Taysha Gene Therapies, Inc.",0001806310,3000 PEGASUS PARK DRIVE,SUITE 1430,DALLAS,TX,75247,149952767,149997018,25-AUG-2023,2023Q3
0001775819-23-000002,"Genesis Therapeutics, Inc.",0001775819,1440 CHAPIN AVE,SUITE 385,BURLINGAME,CA,94010,224025681,224025681,25-AUG-2023,2023Q3
0001991242-23-000002,"Microstructure Imaging, Inc.",0001991242,600 THIRD AVENUE,SECOND FLOOR,NEW YORK,NY,10016,590000,Indefinite,24-AUG-2023,2023Q3
0001990885-23-000001,"DJIT MEDTECH, INC.",0001990885,1628 BOLTON STREET,,BALTIMORE,MD,21217,140000,150000,23-AUG-2023,2023Q3
0001988832-23-000001,Xenon Ophthalmics Inc,0001988832,55 SALTER PLACE,,BELLEVILLE,NJ,07109,2365500,Indefinite,22-AUG-2023,2023Q3
0001863013-23-000006,"Cellebration Life Sciences, Inc.",0001863013,"12601 N. CAVE CREEK ROAD, SUITE 111",,PHOENIX,AZ,85022,2804527,20000000,21-AUG-2023,2023Q3
0001980213-23-000003,"Biophysical Therapeutics, Inc.",0001980213,"CSC, 251 LITTLE FALLS DR",,WILMINGTON,DE,19808,35000,Indefinite,21-AUG-2023,2023Q3
0001373175-23-000002,"NanoSpot.ai, Inc.",0001988927,48 S Rio Grande Street,,SALT LAKE CITY,UT,84101,624999,1500000,21-AUG-2023,2023Q3
0001493152-23-029466,Evergreen Theragnostics Inc.,0001816034,27 COMMERCE ST,,SPRINGFIELD,NJ,07081,15461652,15461652,18-AUG-2023,2023Q3
0001085037-23-000095,SAVICELL Corp,0001498380,"10 STEVENS STREET, PO BOX 1080",,ANDOVER,MA,01810-3572,224000,224000,18-AUG-2023,2023Q3
0001986599-23-000005,"Bell Pharmacy Holdings, LLC",0001986599,5313 COTTONWOOD TREE CIRCLE,,VALRICO,FL,33596,286000,400000,17-AUG-2023,2023Q3
0001567619-23-006953,"CytomX Therapeutics, Inc.",0001501989,151 OYSTER POINT BLVD.,SUITE 400,SOUTH SAN FRANCISCO,CA,94080,30000000,30000000,17-AUG-2023,2023Q3
0001895465-23-000002,"EXCELLOS, Inc",0001895465,"1155 ISLAND AVE, SUITE 250",,SAN DIEGO,CA,92101,4999999,7000000,16-AUG-2023,2023Q3
0001990163-23-000001,"Phytest Diagnostics, LLC",0001990163,"5909 PEACHTREE DUNWOODY ROAD, SUITE 900",,ATLANTA,GA,30328,330000,330000,15-AUG-2023,2023Q3
0001989944-23-000001,New Day Diagnostics LLC,0001989944,"6701 BAUM DRIVE, SUITE 110",,KNOXVILLE,TN,37919,0,15000000,15-AUG-2023,2023Q3
0001989304-23-000001,"Radionetics Oncology, Inc.",0001989304,70 WILLOW STREET,SUITE 200,MENLO PARK,CA,94025,54211759,68711758,15-AUG-2023,2023Q3
0001567619-23-006940,"Boundless Bio, Inc.",0001782303,9880 Campus Point Drive,Suite 120,San Diego,CA,92121,100000000,100000000,15-AUG-2023,2023Q3
0001668243-23-000001,UroGen Pharma Ltd.,0001668243,400 Alexander Park Drive,4th Floor,Princeton,NJ,08540,120000000,120000000,14-AUG-2023,2023Q3
0001812191-23-000005,"Alphageneron Pharmaceuticals, Inc.",0001812191,"1441 BROADWAY, 3RD FLOOR",STE #3159,NEW YORK,NY,10018,250000,250000,14-AUG-2023,2023Q3
0001661460-23-000003,"Poseida Therapeutics, Inc.",0001661460,9390 TOWNE CENTRE DRIVE,SUITE 200,SAN DIEGO,CA,92121,24999999,24999999,11-AUG-2023,2023Q3
0001716747-23-000001,"Nivagen Pharmaceuticals, Inc.",0001716747,3100 FITE CIRCLE,SUITE 100,SACRAMENTO,CA,95827,5000005,5000005,11-AUG-2023,2023Q3
0001099910-23-000154,"VitalPoint Technologies, Inc.",0001989795,5318 WESTLAYAN ST.,#152,HOUSTON,TX,77005,0,300000,11-AUG-2023,2023Q3
0001981188-23-000002,"Remedy Plan, Inc.",0001757460,704 Quince Orchard Rd,Suite 220,Gaithersburg,MD,20878,19069387,19579386,10-AUG-2023,2023Q3
0001832335-23-000002,"Aulos Bioscience, Inc.",0001832335,700 LARKSPUR LANDING CIR,STE 108,LARKSPUR,CA,94939,5000000,20000000,10-AUG-2023,2023Q3
0001802369-23-000002,"ADARx Pharmaceuticals, Inc.",0001802369,"5871 Oberlin Drive, Suite 200",,San Diego,CA,92121,200000012,200000012,10-AUG-2023,2023Q3
0001728955-23-000001,"Dracen Pharmaceuticals, Inc.",0001728955,9276 Scranton Road #200,,San Diego,CA,92121,2285000,2785000,10-AUG-2023,2023Q3
0001989653-23-000001,"Syrna Therapeutics, Inc.",0001989653,13759 PINE NEEDLES DRIVE,,DEL MAR,CA,92014,10884674,10884674,10-AUG-2023,2023Q3
0001771706-23-000001,"Goodness Growth Holdings, Inc.",0001771706,207 SOUTH 9TH STREET,,MINNEAPOLIS,MN,55402,0,10000000,10-AUG-2023,2023Q3
0001567619-23-006844,"Azora Therapeutics, Inc.",0001866534,4267 Valley Meadow Road,,Encino,CA,91436,581449,596426,09-AUG-2023,2023Q3
0001419041-23-000001,"Forte Biosciences, Inc.",0001419041,3060 PEGASUS PARK DRIVE,BUILDING 6,DALLAS,TX,75247,25009981,25009981,09-AUG-2023,2023Q3
