Establishment Name,"City, State/Zip",FEI,Establishment Status
California Center for Reproductive Sciences,"Encinitas, California / 92024",3008205455.0,Registered
California Central Coast IVF Laboratory,"San Luis Obispo, California / 93405",3016710576.0,Registered
California Cryobank LLC,"Los Angeles, California / 90025-5213",3005342355.0,Registered
California Cryobank LLC,"Fountain Valley, California / 92708",3021919854.0,Inactive
California Cryobank LLC,"Los Altos, California / 94022",3003351041.0,Registered
California Cryobank LLC,"Cambridge, Massachusetts / 02139",3003367577.0,Registered
California Cryobank LLC,"New York, New York / 10017",3005202248.0,Registered
California Cryobank Stem Cell Services,"Los Angeles, California / 90025",3001236834.0,Inactive
"California Cryobank, LLC","Los Angeles, California / 90024",1000519667.0,Inactive
"California Cryobank, LLC","Northridge, California / 91325",3026165939.0,Inactive
"California Cryobank, LLC","Upland, California / 91786",3023887163.0,Inactive
"California Cryobank, LLC","Jacksonville, Florida / 32257",3030291795.0,Inactive
"California Cryobank, LLC","Missoula, Montana / 59804",3024831870.0,Inactive
"California Cryobank, LLC","Greensboro, North Carolina / 27408",3027630225.0,Registered
"California Cryobank, LLC","Durham, North Carolina / 27704",3028071571.0,Registered
"California Cryobank, LLC","Portland, Oregon / 97205",3021854670.0,Registered
"California Cryobank, LLC","Houston, Texas / 77054",3011824550.0,Inactive
"California Cryobank, LLC","Pullman, Washington / 99163",3024832321.0,Inactive
"California Cryobank, LLC","Spokane, Washington / 99201",3024831832.0,Registered
"California Cryobank, LLC; California Cryobank Stem Cell Services, LLC (DBA ""FamilyCord"")","Stamford, Connecticut / 06905",3011483790.0,Inactive
"California Fertility Clinics, LLC","Los Angeles, California / 90036",3005405914.0,Registered
California Fertility Experts-Hanabusa IVF,"San Diego, California / 92121",3011125133.0,Registered
California Fertility Partners dba Pinnacle Fertility California,"Los Angeles, California / 90025",3003942615.0,Registered
California IVF Fertility Center,"Sacramento, California / 95821",3003971353.0,Inactive
California IVF Fertility Center,"Sacramento, California / 95833",3005073828.0,Registered
"California Stem Cell, Inc","Irvine, California / 92612-0102",3006662982.0,Inactive
"Cambridge Biomedical Inc.; dba BioAgilytix Labs, LLC","Boston, Massachusetts / 02135",3003006583.0,Registered
Canadian Blood Services,"Ottawa, ON, / K2E 8A6",3003204777.0,Inactive
Canadian Blood Services,"Edmonton, AB, / T6G 2R8",3002809425.0,Inactive
Cancer Transplant Institute at Virginia G. Piper Cancer Center - HonorHealth,"Scottsdale, Arizona / 85258",3003941343.0,Registered
CancerCare Manitoba,"Winnipeg Manitoba, / R3E0V9",3003806934.0,Registered
Caperton Fertility Institute,"Albuquerque, New Mexico / 87109",3013680309.0,Registered
Carbon Life Sciences,"Los Angeles, California / 90066",3032877865.0,Registered
Cardinal Biologicals Inc.,"Joplin, Missouri / 64804",3038219880.0,Registered
Cardinal Biologicals Inc.,"Springfield, Missouri / 65803",3038218232.0,Registered
Cardinal Biologicals Inc.,"Oklahoma City, Oklahoma / 73162",3040066738.0,Registered
"Cardinal Biologicals, Inc.","St. Louis, Missouri / 63141",3031472120.0,Registered
"Cardinal Biologicals, Inc.","Cape Girardeau, Missouri / 63703",3003571688.0,Registered
Careggi University Hospital - Florence Cord Blood Bank,"Florence, / 50134",3006611301.0,Inactive
Carle Health Care Inc. Reproductive Windsor,"Urbana, Illinois / 61802",3007093858.0,Registered
Carolina Conceptions,"Raleigh, North Carolina / 27607",3005953354.0,Registered
Carolinas Fertility Institute,"Winston Salem, North Carolina / 27103",3011497718.0,Registered
Carolinas Fertility Institute-Charlotte,"Charlotte, North Carolina / 28204",3020607468.0,Registered
Carter BloodCare,"Bedford, Texas / 76021",3002603147.0,Registered
"Cascade Cryobank, LLC","Lynnwood, Washington / 98036",3021507459.0,Registered
Case Western Reserve University Cellular Therapy Lab,"Cleveland, Ohio / 44106",3005240105.0,Inactive
"Cedars-Sinai Medical Center, Transfusion Medicine","Los Angeles, California / 90048",2073862.0,Inactive
"Celebration Stem Cell Centre, LLC","Gilbert, Arizona / 85297",3008769481.0,Registered
"Cell Applications, Inc","San Diego, California / 92121",3004893403.0,Inactive
Cell Therapies Manufacturing Facility Hackensack University Medical Center,"Hackensack, New Jersey / 07601",3014679694.0,Registered
CellRight Technologies DBA Tissue Reginex Group,"Universal City, Texas / 78148",3009234552.0,Registered
CellSave Arabia,"Dubai, / 0000",3009503698.0,Registered
"CellTrans, Inc.","Chicago, Illinois / 60612",3019202665.0,Registered
"Cellenkos, Inc","Houston, Texas / 77005",3014287104.0,Inactive
Cellestiq,"Oklahoma City, Oklahoma / 73120",3038417759.0,Registered
Cellex Medical Services GmbH,"Koeln (Cologne), / 50670",3008278104.0,Registered
Cellpreserve Laboratorio de Biotecnologia Ltda,"Barra da Tijuca Rio de Janeiro, /",3007929308.0,Registered
Cells for Life Blood Institute Inc. at Toronto General Hospital,"Toronto, / M5G2N2",3008832418.0,Inactive
Cellular Therapy Facility,"Orlando, Florida / 32803",3003926638.0,Registered
Cellular Therapy Processing Laboratory,"New York, New York / 10016",3021841803.0,Inactive
Cellum Biomedical Inc.,"Temecula, California / 92592",3015456113.0,Registered
"Cellumed Co., Ltd.","Seoul, / 08589",3006404440.0,Registered
"Celquest, LLC","Orlando, Florida / 32806",3018154197.0,Registered
"Celularity, Inc.","Cedar Knolls, New Jersey / 07927",3003378439.0,Inactive
"Celularity, Inc.","Florham Park, New Jersey / 07932",3016661001.0,Registered
"Celutech International, LLC","Salt Lake City, Utah / 84101",3017585265.0,Inactive
Center for Advanced Cardiac Cell Therapies,"Louisville, Kentucky / 40202",3005878536.0,Inactive
Center for Advanced Reproductive Medicine and Fertility,"Edison, New Jersey / 08817",3003945126.0,Registered
"Center for Apheresis and Stem Cell Processing, Clinical Immunology and Transfusion Medicine","Stockholm, / S-17176",3004561159.0,Inactive
"Center for Apheresis and Stem Cell Processing, Clinical Immunology and Transfusion Medicine","Stockolm, / SE-14186",3004561173.0,Inactive
Center for Applied Reproductive Science,"Johnson City, Tennessee / 37604",3004518894.0,Inactive
Center for Assisted Reproduction,"Frisco, Texas / 75035",3006663155.0,Inactive
Center for Assisted Reproduction (CARE Fertility),"Bedford, Texas / 76022",3003926882.0,Registered
Center for Cell & Gene Therapy,"Houston, Texas / 77030",3003407427.0,Registered
Center for Cellular Therapy,"Charleston, South Carolina / 29425",3006426854.0,Registered
Center for Fertility and Reproductive Endocrinology,"Pittsburgh, Pennsylvania / 15213",2574131.0,Inactive
Center for Fertility and Reproductive Endocrinology - UPP,"Pittsburgh, Pennsylvania / 15235",3004081056.0,Registered
Center for Fertility and Reproductive Health,"Shreveport, Louisiana / 71103",3004963005.0,Inactive
Center for Organ Recovery & Education (CORE),"Pittsburgh, Pennsylvania / 15238",3000719528.0,Registered
"Center for Reproductive Biology of Indiana, LLC.","Indianapolis, Indiana / 46280",3003973984.0,Registered
Center for Reproductive Health Fertility Laboratory of Nashville,"Nashville, Tennessee / 37203",3005057005.0,Inactive
Center for Reproductive Medicine,"Winter Park, Florida / 32789",3003926603.0,Registered
Center for Reproductive Medicine,"Lutz, Florida / 33548",3006996287.0,Inactive
Center for Reproductive Medicine & Robotic Surgery LLC,"Saint Louis, Missouri / 63141",3008945619.0,Registered
Center for Reproductive Medicine West Virginia University,"Morgantown, West Virginia / 26505",3004102529.0,Registered
Center for Reproductive Medicine of New Mexico,"Albuquerque, New Mexico / 87106",3003936968.0,Registered
"Center for Reproductive Medicine, P.A.","Minneapolis, Minnesota / 55407",3005950704.0,Registered
Center for Reproductive Studies,"Cincinnati, Ohio / 45219",3004716771.0,Inactive
Center of Reproductive Medicine,"Webster, Texas / 77598",3003926897.0,Registered
Centers for Reproductive Medicine and Wellness,"Swansea, Illinois / 62226",3012080388.0,Inactive
"Central Florida Tissue Bank, Inc.","Orlando, Florida / 32819",3001688818.0,Inactive
Central IVF,"Wallington SM6 9AY, / 4360628",3026675377.0,Inactive
"Central Ohio Lions Eye Bank, Inc.","Columbus, Ohio / 43215",3000718791.0,Registered
Central Penn Reproductive Laboratories,"Camphill, Pennsylvania / 17011",3004520107.0,Inactive
Centro De Fertilidad Del Caribe,"Rio Piedras, Unknown / 00923",3004560107.0,Inactive
Centro de Medicina Reproductiva,"Santiago, / 7650672",3014748127.0,Registered
"Centro de Transfusión, Tejidos y Células de Málaga (Banco de Sangre de Cordon de Andalucia)","Malaga, / 29009",3008439989.0,Registered
Centrum Medyczne Damiana Holding spolka z ograniczona odpowiedzialnoscia,"Warszawa, / 02-739",3012208272.0,Registered
Ceres Biosolutions,"indianapolis, Indiana / 46202",,Pre-registered
Ceres Physicians Colorado,"Denver, Colorado / 80202",3043804048.0,Registered
Charite - Universitaetsmedizin Berlin,"Berlin, / 10117",3001919105.0,Registered
Charity Helpers Foundation,"SALT FLAT, Texas / 79847",3026792122.0,Registered
"Charles E Miller, MD SC","Naperville, Illinois / 60540",3004082007.0,Registered
"Charles River Laboratories Cell Solutions, Inc.","Northridge, California / 91325",3004200746.0,Registered
"Charles River Laboratories Cell Solutions, Inc.","Lowell, Massachusetts / 01854",3015462769.0,Inactive
"Charles River Laboratories Cell Solutions, Inc.","Memphis, Tennessee / 38132",3007688680.0,Inactive
"Charles River Laboratories Cell Solutions, Inc.","Bothell, Washington / 98011",3019852286.0,Inactive
Chavez Medical S. de R.L. de C.V.,"Ciudad de México, / 11000",3041694923.0,Registered
Chedid Grieco Medicina Reprodutiva,"São Paulo, / 01323000",3027297882.0,Registered
Chelsea Fertility NYC,"New York, New York / 10016",3011800115.0,Registered
Chicago Women's Wellness Center Inc.,"Chicago, Illinois / 60611",3005050285.0,Inactive
"Children's GMP, LLC","Memphis, Tennessee / 38105",3010385869.0,Registered
Children's Healthcare of Atlanta,"Atlanta, Georgia / 30322",100305448.0,Inactive
Children's Hospital Colorado Blood Bank B120,"Aurora, Colorado / 80045",1771443.0,Registered
Children's Hospital Los Angeles,"Los Angeles, California / 90027",2016501.0,Registered
Children's Hospital of Orange County,"Orange, California / 92868",2077856.0,Registered
Children's Hospital of Philadelphia Cell Based Therapy Lab,"Philadelphia, Pennsylvania / 19104",2571772.0,Registered
Children's National Hospital,"Washington, District of Columbia / 20010",3004467224.0,Registered
Childrens Hospital Los Angeles,"Los Angeles, California / 90027-0980",3005836213.0,Inactive
China Marrow Donor Program,"Beijing, / 100010",3010491025.0,Inactive
"Chulalongkorn Hospital, Chulalongkorn University","Bangkok, / 10330",3007797181.0,Inactive
Cincinnati Children's Hospital Medical Center Division of Gynecology,"Cincinnati, Ohio / 45229",3011816239.0,Inactive
Cincinnati Childrens Hospital Medical Center TPIAT,"Cincinnati, Ohio / 45229",3012688591.0,Registered
"Cincinnati Eye Bank for Sight Restoration, Inc.","Cincinnati, Ohio / 45241",3000718786.0,Registered
City of Hope AZ Heme Malignancy and Cellular Therapy Institute,"Goodyear, Arizona / 85338",3021919964.0,Registered
City of Hope National Medical Center,"Duarte, California / 91010-3000",2070105.0,Registered
Clearant Sterilization Service,"Mundelein, Illinois / 60060",3005792403.0,Inactive
Cleveland Cell Therapy Incubator,"Warrensville Heights, Ohio / 44128",3030713659.0,Registered
Cleveland Clinic Akron General Fertility Laboratory,"Akron, Ohio / 44333-2483",3016730660.0,Inactive
Cleveland Clinic Fertility Center,"Beachwood, Ohio / 44122",3003616081.0,Registered
Cleveland Clinic Fertiltiy Center at Youngstown,"Canfield, Ohio / 44406",3007350456.0,Inactive
ClinImmune Labs-Univ Colorado Cord Blood Bank and Stem Cell Laboratory,"Aurora, Colorado / 80045",3000719146.0,Registered
"Clinic of Reproductive Medicine ""NADIYA"", LLC","Kyiv, / 03037",3011888367.0,Inactive
"Clinical Laboratories of Hawaii, LLP","Aiea, Hawaii / 96701",3005073801.0,Inactive
"Clinical Microbiology, University of Chicago Medical Center","Chicago, Illinois / 60637",3008286831.0,Registered
Clovis Community Medical Center,"Clovis, California / 93611",3006812739.0,Inactive
Clínica de Fertilidad Pavia Caguas,"Caguas, / 00726",3006043758.0,Registered
"Coastal Fertility Specialists, LLC","Mt Pleasant, South Carolina / 29464",3009660508.0,Registered
Coastal Fertility Specialists-Lexington,"Lexington, South Carolina / 29072",3017851527.0,Registered
Coastal Fertility Specialists-Myrtle Beach,"Myrtle Beach, South Carolina / 29577",3017851539.0,Registered
Coastal Fertility Specialists-Savannah,"Savannah, Georgia / 31406",3017852865.0,Inactive
"Collab Fertility, Inc.","Walnut Creek, California / 94598",3030286011.0,Registered
Colorado Center for Reproductive Medicine-Atlanta,"Atlanta, Georgia / 30328",3004432442.0,Registered
Colorado Reproductive Endocrinology,"Denver, Colorado / 80220",3005087289.0,Inactive
Columbia University Fertility Center,"New York, New York / 10019",3003972435.0,Registered
"Columbus Center for Reproductive Endocrinology & Infertility, LLC","Columbus, Georgia / 31909",3005144073.0,Registered
Community Blood Center dba Community Tissue Services,"Indianapolis, Indiana / 46256",3003035937.0,Inactive
Community Blood Center dba Solvita,"Dayton, Ohio / 45402-2715",3032593955.0,Registered
Community Blood Center dba Solvita,"Kettering, Ohio / 45420",3008808182.0,Registered
"Community Blood Centers Laboratory Services, Inc","Lauderhill, Florida / 33311",3008153296.0,Inactive
Community Fertility Specialty Care,"Indianapolis, Indiana / 46256",3004417184.0,Inactive
Community Fertility Specialty Care,"Indianapolis, Indiana / 46256",3012347412.0,Inactive
Compass Biomedical,"Hopkinton, Massachusetts / 01748",3012079854.0,Inactive
Complejo Hospitalario de Navarra,"Pamplona, / 31008",3004731536.0,Inactive
Comprehensive Biologics,"Gulf Breeze, Florida / 32563",3017452069.0,Inactive
Conceive Fertility Center,"Irving, Texas / 75039",3014721365.0,Registered
Conceive NJ,"Wall Township, New Jersey / 07727",3044734245.0,Registered
Conception Center Inc,"Rockville, Maryland / 20852",3009984103.0,Inactive
Conceptions - Rose,"Denver, Colorado / 80220",3010133710.0,Inactive
Conceptions - SkyRidge,"Lone Tree, Colorado / 80124",3010699700.0,Inactive
Conceptions Fertility Center,"Provo, Utah / 84604",3016700592.0,Registered
Conceptions Fertility Laboratories LLC,"Miramar, Florida / 33027",3016708659.0,Inactive
Conceptions Florida,"Coral Gables, Florida / 33146",3010650691.0,Registered
Conceptions Reproductive Associates,"Lafayette, Colorado / 80026",3005351852.0,Inactive
Conceptions Reproductive Associates,"Littleton, Colorado / 80129-1901",1000488264.0,Registered
Conceptions Reproductive Associates - Diagnostic Lab,"Littleton, Colorado / 80129",3023043415.0,Registered
Conceptum Fertility,"Bogota, / 112201",3003404143.0,Registered
Continuum Reproductive Center,"New York, New York / 10019",3005100739.0,Inactive
"Cook Biotech, Inc.","West Lafayette, Indiana / 47906",3002340648.0,Inactive
"Cooper Health System, a New Jersey Non-Profit Organization","Camden, New Jersey / 08103",1000081170.0,Registered
Cooper Institute,"HOUSTON, Texas / 77074",3011006339.0,Registered
Cooper Institute for Reproductive Hormonal Disorders P.C.,"Marlton, New Jersey / 08053",3003947401.0,Inactive
"Cooper Institute for Reproductive Hormonal Disorders, PC","Mt. Laurel, New Jersey / 08054",3003914874.0,Registered
Cord Blood Bank St. Eugenio Hospital- ASL Roma C,"Rome, / 00144",3006650961.0,Inactive
Cord Blood Cryo Source,"Henderson, Nevada / 89052",3005073833.0,Inactive
Cord Blood Solutions Inc.,"Alpharetta, Georgia / 30005",3005672008.0,Inactive
Cord For Life,"Altamonte Springs, Florida / 32701",1000525281.0,Registered
Cordlife Group Limited,"Singapore, / 768160",3010438580.0,Inactive
Cordlife Sciences India Pvt. Ltd.,"Kolkata, / 743503",3008832482.0,Registered
Cordon de Vida,"Panama Republic of, / 00000",3008564188.0,Inactive
Corion Fertility Clinic Private Limited,"Mumbai, /",3019653551.0,Registered
CorneaGen - Richmond,"Richmond, California / 94804",3003449188.0,Inactive
"CorneaGen, LLC","South San Francisco, California / 94080",3009122697.0,Registered
"CorneaGen, LLC","Winston-Salem, North Carolina / 27101",3005357288.0,Registered
"CorneaGen, LLC","Houston, Texas / 77030",3000203549.0,Registered
"CorneaGen, LLC","Seattle, Washington / 98101",3015927085.0,Registered
